movie_id,movie_name,open_date,genre,rating,director,production_company,distributor_meta,distributor_boxoffice,distributor_final,rep_nation,nation,total_sales_amount,total_audience_count,screen_count_peak,show_count_total,sales_share_peak,boxoffice_year_count,boxoffice_years,match_status,match_strategy
20158242,무서운 이야기 3 : 화성에서 온 소녀,20160601,공포(호러),15세이상관람가,민규동|김곡|김선|백승빈,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,한국,한국,784148500,97804,317,6407,0.001,1,2016,matched,exact
20151022,걷기왕,20161020,드라마,12세이상관람가,백승화,㈜인디스토리,CGV아트하우스,CGV아트하우스,CGV아트하우스,한국,한국,712470075,95797,462,10494,0.001,5,2016|2018|2020|2021|2023,matched,exact
20162381,일사각오,20160317,드라마,12세이상관람가,고문안|권혁만,KBS,파이오니아21,파이오니아21,파이오니아21,한국,한국,682697500,94825,66,2708,0.001,3,2016|2017|2018,matched,exact
20143509,엽기적인 그녀 2,20160512,멜로/로맨스|코미디,15세이상관람가,조근식,(주)신씨네,(주)리틀빅픽쳐스,(주)리틀빅픽쳐스,(주)리틀빅픽쳐스,한국,한국,594260900,77124,387,6132,0.001,1,2016,matched,exact
20150903,번개맨,20160211,판타지|가족,전체관람가,조근현,(주)드림써치C&C|한국교육방송공사 EBS,(주)키다리이엔티,(주)키다리이엔티,(주)키다리이엔티,한국,한국,517127000,69363,393,4644,0.001,1,2016,matched,exact
20150901,올레,20160825,드라마|코미디,15세이상관람가,채두병,(주)어바웃잇,(주)대명문화공장|(주)리틀빅픽쳐스,"(주)대명문화공장,(주)리틀빅픽쳐스",(주)대명문화공장|(주)리틀빅픽쳐스,한국,한국,523209900,66928,338,5128,0.001,2,2016|2023,matched,exact
20160472,두 남자,20161130,범죄|액션,청소년관람불가,이성태,(주)엠씨엠씨,(주)키다리이엔티,(주)키다리이엔티,(주)키다리이엔티,한국,한국,459566121,60365,397,7199,0.001,1,2016,matched,exact
20162431,극장판 프랭키와 친구들: 생명의 나무,20160413,애니메이션,전체관람가,박정오,프랭키영화문화산업전문(주),예지림엔터테인먼트,예지림엔터테인먼트,예지림엔터테인먼트,한국,한국,410661600,56860,258,2770,0,2,2016|2017,matched,exact
20165042,빅뱅 메이드,20160630,다큐멘터리,12세이상관람가,변진호,(주)와이지엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),한국,한국,470487200,56200,56,1799,0.001,2,2016|2017,matched,exact
20152370,잡아야 산다,20160107,코미디|액션,15세이상관람가,오인천,더퀸디앤엠 주식회사,오퍼스픽쳐스(유),오퍼스픽쳐스(유),오퍼스픽쳐스(유),한국,한국,410361400,54450,219,3187,0,1,2016,matched,exact
,뽀로로 극장판 컴퓨터 왕국 대모험,20151210,,,,,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,394445100,54294,151,2067,0,2,2016|2017,unmatched,none
20155223,목숨 건 연애,20161214,멜로/로맨스|코미디,15세이상관람가,송민규,(주)비에이엔터테인먼트,오퍼스픽쳐스(유),오퍼스픽쳐스(유),오퍼스픽쳐스(유),한국,한국|대만|중국,363098800,48010,393,5790,0,2,2016|2017,matched,exact
20158982,트릭,20160713,스릴러|드라마,15세이상관람가,이창열,엘씨오픽쳐스,(주)스톰픽쳐스코리아|(주)이수C&E,"(주)스톰픽쳐스코리아,(주)이수C&E",(주)스톰픽쳐스코리아|(주)이수C&E,한국,한국,297957300,38262,390,5939,0,1,2016,matched,exact
20162022,대결,20160922,액션,15세이상관람가,신동엽,휴메니테라픽쳐스(주)|컴퍼니에이이엔티(주),(주)스톰픽쳐스코리아|TCO(주)더콘텐츠온,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",(주)스톰픽쳐스코리아|TCO(주)더콘텐츠온,한국,한국,251176500,32278,366,5409,0,1,2016,matched,exact
20160041,인천상륙작전 : 익스텐디드 에디션(확장판),20160913,전쟁|드라마,15세이상관람가,이재한,(주)태원엔터테인먼트,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,224281200,27493,122,1525,0,2,2016|2024,matched,exact
20161722,히야,20160310,드라마,12세이상관람가,김지연,(주)메이저타운|(주)더재미팩토리|(주)알지엔터웍스,(주)라이크콘텐츠,(주)라이크콘텐츠,(주)라이크콘텐츠,한국,한국,173844100,21687,124,1444,0,1,2016,matched,exact
,내부자들,20151119,,,,,,(주)쇼박스,(주)쇼박스,한국,한국,139527900,18249,51,518,0,3,2016|2019|2020,unmatched,none
20150966,사랑하기 때문에,20170104,코미디|멜로/로맨스,12세이상관람가,주지홍,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,2673489440,340936,542,15294,0.003,2,2016|2017,matched,exact
20152541,무수단,20160303,미스터리|스릴러,15세이상관람가,구모,골든타이드픽처스(주),오퍼스픽쳐스(유),오퍼스픽쳐스(유),오퍼스픽쳐스(유),한국,한국,126155400,15882,228,2422,0,1,2016,matched,exact
,살인의 추억,20030425,,,,,,씨제이엔터테인먼트,씨제이엔터테인먼트,한국,한국,93473900,14489,99,2633,0,8,2016|2017|2018|2019|2020|2022|2023|2025,unmatched,none
20160761,돈 맛,20160929,멜로/로맨스,청소년관람불가,백수호|홍수동,(주)블루아이엔터테인먼트,(주)박수엔터테인먼트,(주)박수엔터테인먼트,(주)박수엔터테인먼트,한국,한국,8439000,1733,50,54,0,1,2016,matched,exact
,와룡선생 상경기,,,,,,,,,한국,한국,6364000,2942,1,79,0,5,2016|2017|2019|2022|2024,unmatched,none
,마포사는 황부자,,,,,,,,,한국,한국,3295000,1645,1,44,0,2,2016|2017,unmatched,none
,미워도 다시 한번 '80,19800621,,,,,,,,한국,한국,3162000,1581,1,41,0,2,2016|2017,unmatched,none
,협객 김두한,19750605,,,,,,,,한국,한국,5692000,2716,2,60,0,4,2016|2019|2020|2021,unmatched,none
20161961,나는 증인이다,20160914,미스터리|스릴러,15세이상관람가,안상훈,(주)문와쳐,(주)문와쳐,(주)문와쳐,(주)문와쳐,한국,한국|중국,7113800,1407,2,99,0,1,2016,matched,exact
,하얀 까마귀,,,,,,,,,한국,한국,3532000,1766,1,37,0,2,2016|2017,unmatched,none
,어느 여대생의 고백,,,,,,,,,한국,한국,5125000,2490,1,62,0,6,2016|2017|2018|2021|2022|2023,unmatched,none
,파란 이별의 글씨,,,,,,,,,한국,한국,2887000,1431,1,39,0,2,2016|2022,unmatched,none
,내시,,,,,,,,,한국,한국,7176000,3576,1,104,0,6,2016|2017|2018|2020|2021|2022,unmatched,none
,아 백범 김구선생,,,,,,,,,한국,한국,3430000,1715,1,42,0,4,2016|2017|2019|2023,unmatched,none
