"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20224992","탐욕, 아내 모르게 이루어진 삽입","20220526","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225000","젖 큰 이웃집 세자매","20220526","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20225010","다른 남자의 물 빨아먹는 아내","20220526","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225009","넣어달라 애원하는 옆집 아줌마","20220526","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225091","자연산C컵유정의오르가즘-무삭제","20220525","성인물(에로)|멜로/로맨스","청소년관람불가","김승환","스마일컨텐츠","스마일컨텐츠","한국"
"20201688","헝거","20220421","SF|드라마","12세이상관람가","강다연","영화사 케디필름","(주)디오시네마|(주)태양미디어그룹","한국"
"20207498","평평남녀","20220428","드라마|멜로/로맨스","12세이상관람가","김수정","브릿지 프로덕션|냉이영화","영화배급협동조합 씨네소파","한국"
"20225173","당근에서 생긴 일","20220524","성인물(에로)|멜로/로맨스","청소년관람불가","이돌","이돌영화사","이돌영화사","한국"
"20196669","앵커","20220420","스릴러","15세이상관람가","정지연","(주)인사이트필름|(주)어바웃잇|(주)디씨지플러스","(주)에이스메이커무비웍스","한국"
"20224731","엔티알 웨딩","20220520","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김태훈","(주)아이피큐","(주)티에스앤컴퍼니","한국"
"20224986","F컵여동생과의정사","20220520","성인물(에로)|멜로/로맨스","청소년관람불가","이정석","스마일컨텐츠","스마일컨텐츠","한국"
"20207567","위대한 계약: 파주, 책, 도시","20220421","다큐멘터리","전체관람가","김종신|정다운","기린그림","(주)영화사 진진","한국"
"20197520","엄마와 나","20220414","다큐멘터리","전체관람가","연왕모","모모루덴스","(주)드림팩트엔터테인먼트","한국"
"20196906","스텔라","20220406","코미디|드라마","15세이상관람가","권수경","(주)데이드림엔터테인먼트","씨제이 씨지브이(CJ CGV)(주)","한국"
"20224630","부하직원 아내의 맛","20220519","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224980","맛 좋은 우리동네 아가씨들","20220519","성인물(에로)|멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224631","가출 유부녀와 집에서..","20220519","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20223620","소설가의 영화","20220421","드라마","12세이상관람가","홍상수","(주)영화제작전원사 ","(주)영화제작전원사 |(주)콘텐츠판다","한국"
"20224775","몰래 먹는 잠든 친구 여친","20220517","성인물(에로)","청소년관람불가","제너럴리스트","솔앤드 주식회사","솔앤드 주식회사","한국"
"20223939","부기나이트","20220428","코미디","15세이상관람가","김경엽","(주)콘텐츠지","(주)라온컴퍼니플러스","한국"
"20224611","조련당한 육체","20220512","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224795","여직원의 은밀한 조건만남","20220512","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224589","악마같은 새엄마","20220512","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224563","내 남편을 언니가 후렸다","20220510","성인물(에로)","청소년관람불가","봉선우","솔앤드 주식회사","솔앤드 주식회사","한국"
"20217123","복지식당","20220414","드라마","12세이상관람가","정재익|서태수","제주에스엘(주)","㈜인디스토리","한국"
"20224765","젊은 알바의 맛","20220506","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","이승기","(주)로드하우스","노바엔터테인먼트 ","한국"
"20224568","섹스하우스 : 파트너 쉐어","20220506","성인물(에로)|멜로/로맨스","청소년관람불가","윤신","(주)아이피큐","(주)아이피큐","한국"
"20224784","두 집 살림","20220506","성인물(에로)|드라마","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20224794","남의 여자","20220506","성인물(에로)|드라마","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20224673","너희 아빠 맛있더라","20220504","성인물(에로)","청소년관람불가","용PD","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20224610","불륜 유부녀의 사정","20220505","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224588","못 참고 삽입한 그날","20220505","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224302","3.5교시","20220414","미스터리|판타지|멜로/로맨스","12세이상관람가","유희정","(주)써니엔터테인먼트","(주)드림팩트엔터테인먼트","한국"
"20224708","매력적인 큰 엄마","20220430","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20224308","선배는 연쇄삽입마","20220429","성인물(에로)|드라마","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224296","노래방 : 화끈한 여자들 3","20220429","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20224558","배달 마사지","20220428","성인물(에로)|멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224602","18 스토커 연지의 욕구불만","20220427","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224387","학점 잘 주는 여교수","20220422","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20224553","채담의섹스일타강의","20220422","성인물(에로)|멜로/로맨스","청소년관람불가","김승환","스마일컨텐츠","스마일컨텐츠","한국"
"20223947","아들의 여친 아빠의 여친 Ⅱ","20220422","성인물(에로)","청소년관람불가","리윤","(주)담화","(주)담화","한국"
"20224032","섹스마스터","20220422","성인물(에로)|코미디","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20224601","자매의 섹스수업","20220421","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224557","배달녀 남자의 로망","20220421","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20223937","꽉 물어주는 여자","20220416","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224311","엄마친구 2022","20220414","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20223938","조금은 서툰 20대 소라","20220413","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20223928","물 많은 여자","20220413","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224018","조금은 서툰 20대 소라 무삭제","20220412","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224000","물 많은 여자 무삭제","20220412","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224330","삼수생 길들여진 쾌락 과외","20220408","성인물(에로)|드라마","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224420","18 업소녀 서율의 섹스수업","20220407","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224347","폼나게 싸라","20220407","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224346","잘 싸는 예쁜 누나","20220407","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224344","섹스의 정석","20220417","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224322","섹스시그널 : 마지막 오르가즘","20220407","성인물(에로)|드라마","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224351","섹스소녀 17","20220407","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20224269","미용실 유부녀들","20220406","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","이연규","(주)영화사가을","(주)영화사가을","한국"
"20224168","섹스소녀 16","20220404","성인물(에로)|멜로/로맨스","청소년관람불가","김동해","라이어 시네마","케이엘 픽쳐스","한국"
"20224300","캐디의목적-무삭제","20220402","성인물(에로)|멜로/로맨스","청소년관람불가","이정석","스마일컨텐츠","스마일컨텐츠","한국"
"20224321","천신당 신음 공주","20220402","성인물(에로)","청소년관람불가","윤수현","주식회사 이야픽쳐스 ","(주)코빈커뮤니케이션즈","한국"
"20224587","팬티까지 젖은 그녀의 유혹","20220428","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224586","남의 섹스 보며 젖어버린 여자","20220428","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20209273","재춘언니","20220331","다큐멘터리","12세이상관람가","이수정","생의 한가운데","(주)시네마달","한국"
"20199500","뜨거운 피","20220323","범죄|드라마","15세이상관람가","천명관","주식회사 고래픽처스","(주)스튜디오디에이치엘|(주)키다리스튜디오","한국"
"20224641","차이나는 형수님","20220422","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
