"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20178501","니 부모 얼굴이 보고 싶다","20220427","드라마","15세이상관람가","김지훈","(주)더타워픽쳐스|이십세기폭스 인터내셔널 프로덕션|(주)리버픽쳐스","(주)마인드마크","한국"
"20226293","중독:나쁜 남자","20220812","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20226400","잘 줄 것 같은 돌싱 누나","20220811","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226078","선택! 새엄마와 여동생","20220811","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226113","내 애인과 바꿔 맛본 친구 애인","20220811","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226250","F컵여동생과의정사-무삭제","20220810","성인물(에로)|멜로/로맨스","청소년관람불가","이정석","스마일컨텐츠","스마일컨텐츠","한국"
"20226522","잘빠진 며늘아기","20220805","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20226077","이혼 후 외로워하는 친구 누나","20220804","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226332","엄마 몰래 집에서 섹스하는 10가지 방법 무삭제","20220804","성인물(에로)|드라마","청소년관람불가","성운아","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20226112","내 가랑이 사이로 들어온 그녀","20220804","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226330","귀천도애","20220804","성인물(에로)|드라마","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20225897","초록밤","20220728","기타","15세이상관람가","윤서진","디파이언트","㈜인디스토리","한국"
"20215048","스파이형 모델","20220720","SF","15세이상관람가","김영일","워스트케이스 시나리오","주식회사 씨엠닉스","한국"
"20225637","뿌까의 짜장면파티","20220704","기타","전체관람가","박상용","(주)에픽캔","(주)에픽캔","한국"
"20208446","외계+인 1부","20220720","액션|판타지|SF","12세이상관람가","최동훈","(주)케이퍼필름","(주)씨제이이엔엠","한국"
"20225490","술 취해 잠든 유부녀 과장님","20220714","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225469","거유 아줌마의 불륜","20220714","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225467","불쌍한 유부녀 위로하다 넣었어요","20220707","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225468","마구 유린당한 그날 밤","20220707","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226207","비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3","20220727","코미디","전체관람가","최소망","(주)에스엠 컬처앤콘텐츠","씨제이 씨지브이(CJ CGV)(주)","한국"
"20226445","비밀 : 친구와 쓰리썸","20220731","성인물(에로)","청소년관람불가","민병관","(주)영화사가을","(주)영화사가을","한국"
"20224388","몸빵녀","20220728","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20225026","흑형에 빠진 여자들","20220727","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최홍준","(주)영화사가을","(주)영화사가을","한국"
"20226134","내아내의여제자","20220726","성인물(에로)|멜로/로맨스","청소년관람불가","이정석","스마일컨텐츠","스마일컨텐츠","한국"
"20226005","2대2 할래?","20220725","성인물(에로)","청소년관람불가","민병관","(주)영화사가을","(주)영화사가을","한국"
"20225705","엄마 교환","20220725","성인물(에로)|멜로/로맨스","청소년관람불가","성이성","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225711","아내들의 모든 것","20220725","성인물(에로)|멜로/로맨스","청소년관람불가","윤치수","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225704","막장 가족","20220725","성인물(에로)|멜로/로맨스","청소년관람불가","리윤","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225536","의자매 섹스 스캔들","20220722","성인물(에로)|멜로/로맨스","청소년관람불가","김덕규","(주)메이크아트","(주)메이크아트","한국"
"20225085","여대생의 질문","20220722","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","선우용","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20225819","섹스는 자신감","20220722","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20225678","여자 배달부","20220718","성인물(에로)","청소년관람불가","최경찬","(주)영화사가을","(주)영화사가을","한국"
"20224017","꽉 물어주는 여자 무삭제","20220718","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20225098","아내의 질문","20220715","성인물(에로)|드라마","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20225725","내 여동생이잖아","20220715","성인물(에로)","청소년관람불가","김만배","(주)담화","(주)담화","한국"
"20225452","섹스소녀 19","20220714","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20225703","임신하고 싶다는 며느리","20220712","성인물(에로)|멜로/로맨스","청소년관람불가","김정호","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225702","야한 이모","20220712","성인물(에로)|멜로/로맨스","청소년관람불가","KH","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225700","나는 아빠의 여자","20220712","성인물(에로)|멜로/로맨스","청소년관람불가","성이성","(주)나우콘텐츠","(주)나우콘텐츠","한국"
"20225679","쓰리썸 : 여비서와 아내","20220711","성인물(에로)","청소년관람불가","최경찬","(주)영화사가을","(주)영화사가을","한국"
"20225691","흑형의 매운 맛","20220709","성인물(에로)","청소년관람불가","여석주","(주)영화사가을","(주)영화사가을","한국"
"20225546","섹스 사용설명서","20220708","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20225165","하숙집 처녀의 휴지통","20220706","성인물(에로)|멜로/로맨스","청소년관람불가","에로핑","(주)케이알씨지","(주)케이알씨지","한국"
"20226331","친구 섹스파트너 만들기","20220728","성인물(에로)|멜로/로맨스","청소년관람불가","백필규","록엔터테인먼트(주)","록엔터테인먼트(주)","한국"
"20225660","첫경험은 죽지 않는다","20220728","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20226105","작업 당한 아줌마","20220728","성인물(에로)","청소년관람불가","오유민","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226323","음부 마찰 미치는 유부녀들","20220728","성인물(에로)|드라마","청소년관람불가","야신수","(주)이십일세기미디어","(주)이십일세기미디어","한국"
"20226106","내 아내 같은 맛의 그녀","20220728","성인물(에로)","청소년관람불가","최은호","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225671","같은밭에 씨뿌리기","20220714","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224591","사무실 S파트너 무삭제판","20220706","성인물(에로)|멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20224590","사무실 S파트너","20220706","성인물(에로)|멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20225035","엄마친구 8","20220704","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20225186","더 킬러: 죽어도 되는 아이","20220713","액션","청소년관람불가","최재훈","(주)아센디오|(주)씨네마로엔터테인먼트","(주)아이에이치큐|(주)영화사 륙|(주)씨네필운","한국"
"20225178","맛있는 섹스- 심야의 정사","20220704","성인물(에로)|멜로/로맨스","청소년관람불가","이민환","(주)케이알씨지","(주)케이알씨지","한국"
"20225190","뽀로로 극장판 드래곤캐슬 대모험","20220728","애니메이션","전체관람가","윤제완|강승훈","(주)오콘","(주)넥스트엔터테인먼트월드(NEW)","한국"
"20226316","드디어 다리 벌린 누나","20220727","성인물(에로)|멜로/로맨스","청소년관람불가","백필규","록엔터테인먼트(주)","록엔터테인먼트(주)","한국"
"20217982","서울괴담","20220427","공포(호러)","15세이상관람가","홍원기","쟈니브로스(주)|메가박스중앙(주) 플러스엠 엔터테인먼트","메가박스중앙(주) 플러스엠 엔터테인먼트","한국"
"20226161","형수의 벌어진 꽃잎","20220721","성인물(에로)|드라마","청소년관람불가","야신수","(주)이십일세기미디어","(주)이십일세기미디어","한국"
"20226068","욕망의 가정부","20220721","성인물(에로)","청소년관람불가","캡틴 에디트맨","솔앤드 주식회사","솔앤드 주식회사","한국"
"20226097","마지못해 벌어진 도우미 아줌마","20220721","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226099","내가 먼저 삽입한 친구의 애인","20220721","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225479","핸썸","20220713","코미디","12세이상관람가","김동욱","(주)모그픽쳐스","(주)박수엔터테인먼트","한국"
"20226267","스와핑 맛 본 여자들","20220720","성인물(에로)|멜로/로맨스","청소년관람불가","이선재","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20223986","역할들","20220331","드라마","12세이상관람가","연송하","쉼표","쉼표","한국"
"20225598","은밀한 꽃꽂이","20220715","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김태훈","(주)아이피큐","(주)티에스앤컴퍼니","한국"
"20226087","직장상사:팀장님 부부","20220714","성인물(에로)|드라마","청소년관람불가","최정자","주식회사 플릭스코","주식회사 플릭스코","한국"
"20225785","어린 남자만 꼬셔먹는 노처녀","20220714","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20226033","스와핑 삽입의 기술","20220712","성인물(에로)","청소년관람불가","안소희","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20225788","비욘드 라이브 더 무비 : 샤이니 월드","20220629","공연","전체관람가","","씨제이 씨지브이(CJ CGV)(주)","씨제이 씨지브이(CJ CGV)(주)","한국"
"20209269","미싱타는 여자들","20220120","다큐멘터리","전체관람가","김정영|이혁래","플라잉타이거픽처스","(주)영화사 진진","한국"
"20225719","절정의 맛","20220708","성인물(에로)|드라마","청소년관람불가","성운아","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20225720","여기가 바로 섹스 맛집","20220708","성인물(에로)|드라마","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20225649","헌 고추, 새 가지","20220707","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20225931","사축 : 속옷 빠는 여자","20220707","성인물(에로)|드라마","청소년관람불가","한길수","주식회사 플릭스코","주식회사 플릭스코","한국"
"20225796","끝까지 빨아먹는 그녀","20220707","성인물(에로)","청소년관람불가","허승은","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225002","위대한 침묵","20220629","다큐멘터리","12세이상관람가","송상민","(주)지티지그룹","(주)지티지그룹|와이드 릴리즈(주)","한국"
"20224720","그대라는기억 연숙씨","20220616","다큐멘터리","전체관람가","심미희","드림채널","(주)드림팩트엔터테인먼트|주식회사 블루필름웍스","한국"
"20225252","우스운게 딱! 좋아!","20220623","드라마|코미디","15세이상관람가","김현|정혜연","","필름다빈","한국"
"20225356","물터진 상속녀","20220701","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20225355","내 안의 형수","20220701","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20209932","괴물, 유령, 자유인","20220602","SF|멜로/로맨스|드라마","15세이상관람가","홍지영","","(주)스튜디오 보난자","한국"
"20224665","허황옥 3일, 잃어버린 2천 년의 기억","20220512","다큐멘터리","전체관람가","진재운","(주)KNN","(주)영화사 그램","한국"
"20225471","흠뻑 젖어 넣고 싶은 아줌마","20220630","성인물(에로)","청소년관람불가","최은호","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225474","낯설지 않은 삽입","20220630","성인물(에로)","청소년관람불가","최은호","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225642","6교시 섹스교실","20220628","성인물(에로)|멜로/로맨스","청소년관람불가","김민주","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224299","맛 : 여자 알바생들","20220628","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20225574","시아버지를 며느리가 후렸다","20220630","성인물(에로)","청소년관람불가","캡틴 에디트맨","솔앤드 주식회사","솔앤드 주식회사","한국"
"20225724","빚에 팔려온 친구아내","20220630","성인물(에로)|드라마","청소년관람불가","한동연","주식회사 플릭스코","주식회사 플릭스코","한국"
"20196306","일진 3","20220625","액션","청소년관람불가","이수성","(주)컨텐츠 빌리지|㈜리필름","(주)드림팩트엔터테인먼트","한국"
"20180382","일진 2","20220625","액션","청소년관람불가","이수성","㈜리필름","(주)드림팩트엔터테인먼트","한국"
"20225450","윤율과 러시아 색녀","20220624","성인물(에로)|멜로/로맨스","청소년관람불가","김덕규","(주)메이크아트","(주)메이크아트","한국"
"20225631","내 학생의 엄마 6","20220624","성인물(에로)|멜로/로맨스","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20225144","깐부 : 여친동맹","20220623","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20225477","4G 구멍놀이","20220621","성인물(에로)","청소년관람불가","이상영","블루커뮤니케이션","블루커뮤니케이션","한국"
"20225426","2대1 출장마사지","20220621","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20225267","2대1 섹스 배달부","20220620","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20225148","오늘의 날씨 젖음","20220617","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김태훈","(주)아이피큐","(주)티에스앤컴퍼니","한국"
"20225423","연상의 친구애인","20220615","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20225430","뜨거운 액기스","20220615","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20224522","너도 먹고 나도 먹고 무삭제판","20220615","성인물(에로)|멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20224534","너도 먹고 나도 먹고","20220615","성인물(에로)|멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20225145","매력적인 장모님 2","20220613","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20223976","형수의 상상은 현실이 된다","20220610","성인물(에로)","청소년관람불가","박대유","(주)담화","(주)담화","한국"
"20225054","자매사냥","20220610","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20225151","홈트레이닝 : 친구의 완벽한 타액","20220609","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224317","특이점이 온 사랑","20220609","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김영희","애플캔미디어 주식회사","(주)나우콘텐츠","한국"
"20225451","섹스소녀 18","20220609","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20224510","무릎팍 보살: 성교부적삼행","20220609","성인물(에로)|코미디|멜로/로맨스|드라마","청소년관람불가","김영희","애플캔미디어 주식회사","(주)나우콘텐츠","한국"
"20225453","결혼 전 맛보기","20220609","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20225491","보통의 용기","20220630","다큐멘터리","전체관람가","구민정","KBS","(주)드림팩트엔터테인먼트","한국"
"20225154","옆집 흑형 : 사랑의 몽둥이","20220606","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최홍준","(주)영화사가을","(주)영화사가을","한국"
"20224972","섹스 이용권","20220604","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20225025","유부녀의 사정일지","20220603","성인물(에로)|드라마","청소년관람불가","야신수","(주)이십일세기미디어","(주)이십일세기미디어","한국"
"20224778","멜로는 정사다","20220603","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20225150","친구동생 : 우정보다 좋은 맛","20220602","성인물(에로)","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20211568","아치의 노래, 정태춘","20220518","다큐멘터리","전체관람가","고영재","(주)인디플러그","(주)넥스트엔터테인먼트월드(NEW)","한국"
"20225511","음란캠핑장 장박녀들","20220623","성인물(에로)|드라마","청소년관람불가","한길수","주식회사 플릭스코","주식회사 플릭스코","한국"
"20225449","삽입할 수밖에 없었어","20220623","성인물(에로)","청소년관람불가","최은호","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225466","감금당한 여동생","20220623","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225463","두개의 눈","20220623","공연","전체관람가","박우재","문화체육관광부 국립극장","(주)이놀미디어","한국"
"20225272","채담의섹스일타강의-무삭제","20220622","성인물(에로)|멜로/로맨스","청소년관람불가","김승환","스마일컨텐츠","스마일컨텐츠","한국"
"20225250","이상한 나라의 아빠","20220622","뮤지컬","전체관람가","이상식","(주)더존크리에이티브","(주)더존크리에이티브","한국"
"20224634","그대가 조국","20220525","다큐멘터리","12세이상관람가","이승준","(주)켈빈클레인프로젝트","(주)엣나인필름","한국"
"20225461","2대1 여친 팔아먹기","20220620","성인물(에로)","청소년관람불가","김중위","(주)영화사가을","(주)영화사가을","한국"
"20225460","또다른 아내","20220616","성인물(에로)|드라마","청소년관람불가","최정자","주식회사 플릭스코","주식회사 플릭스코","한국"
"20225023","딱 맞는 구멍","20220616","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225425","돌려먹는 젖 큰 그녀들","20220614","성인물(에로)|멜로/로맨스","청소년관람불가","김모리","주식회사 루믹스미디어","주식회사 루믹스미디어","한국"
"20225022","내 아내를 죽이는 대물남","20220616","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225234","순진한여자친구와첫경험-무삭제","20220615","성인물(에로)|멜로/로맨스","청소년관람불가","천성준","에이원 미디어","에이원 미디어","한국"
"20225259","샤워하는데 발가벗고 들어온 그녀","20220615","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210590","카시오페아","20220601","드라마","12세이상관람가","신연식","(주) 루스이소니도스","(주)트리플픽쳐스","한국"
"20225229","꼭두각시","20220615","공연","12세이상관람가","이상식","(주)더존크리에이티브","(주)더존크리에이티브","한국"
"20225258","여동생과 누나의 맛","20220610","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225169","어린 며느리 길들이기","20220609","성인물(에로)|멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20225015","술에 취한 타인의 여자","20220609","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225014","내 맘대로 맛본 여직원","20220609","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20224866","히든","20220525","액션|드라마","15세이상관람가","","(주)모그픽쳐스|(주)빛그림픽처스","(주)박수엔터테인먼트","한국"
"20224304","피는 물보다 진하다","20220525","액션","15세이상관람가","김희성","(주)도어이앤엠","(주)이놀미디어","한국"
"20224574","인연을 긋다","20220526","드라마","12세이상관람가","이정섭","(주)해오름이앤티","시네마 뉴원","한국"
"20219273","영희","20220501","코미디","15세이상관람가","차상민","주식회사 씨엠닉스","주식회사 씨엠닉스","한국"
"20223991","어부바","20220511","가족","전체관람가","최종학","(주)글로빅엔터테인먼트|(주)에이치에이케이프로덕션","(주)트리플픽쳐스","한국"
"20216753","쏴!쏴!쏴!쏴!탕","20220518","드라마|뮤지컬","12세이상관람가","김재한","상남영화제작소","상남영화제작소","한국"
"20225329","잘세우는 과외선생","20220606","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20225353","볼빨간 새엄마","20220606","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20225249","이웃집 유부녀","20220603","성인물(에로)|드라마","청소년관람불가","한길수","주식회사 플릭스코","주식회사 플릭스코","한국"
"20225147","은밀한 이웃사촌","20220603","성인물(에로)|드라마","청소년관람불가","성운아","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20225159","술 취한 친구아내","20220603","성인물(에로)|드라마","청소년관람불가","성운아","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20225191","섹스 셰어하우스","20220603","성인물(에로)","청소년관람불가","김덕","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20201845","봉명주공","20220519","다큐멘터리","전체관람가","김기성","케플러49","(주)시네마달","한국"
"20224407","데드캠핑 더라이브","20220512","스릴러|액션","청소년관람불가","김현우","(주)그노스|(주)파이브데이|꿀잼컴퍼니(주)","(주)그노스|(주)다날엔터테인먼트","한국"
"20225012","형부 대물 맛을 못 잊는 처제","20220602","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225336","섹시한 과외수업","20220602","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20225168","몸으로 간호하는 출장간호사","20220602","성인물(에로)|멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20225013","마음씨 착한 거유 아줌마","20220602","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225228","#해시태그","20220601","공연","12세이상관람가","이상식","(주)더존크리에이티브","(주)더존크리에이티브","한국"
"20225062","변했다! 내 남자의 맛","20220531","성인물(에로)","청소년관람불가","제너럴리스트","솔앤드 주식회사","솔앤드 주식회사","한국"
"20225153","2대 1 첫경험","20220530","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","김중휘","(주)영화사가을","(주)영화사가을","한국"
"20224297","하숙집 : 굶주린 늑대들 2","20220527","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20223974","온 가족 돌려먹기","20220527","성인물(에로)","청소년관람불가","성이성","(주)담화","(주)담화","한국"
"20224816","롱타임노섹스: 알몸 유혹 여동창생","20220527","성인물(에로)|드라마","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224298","오피스텔 여대생들","20220525","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20224019","40대 미씨의 성생활","20220523","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224833","하숙집 : 밥보다 섹스 맛집","20220520","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20224033","애무의 신","20220520","성인물(에로)|코미디|판타지","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20225024","가족들의 이상한 근친","20220520","성인물(에로)|드라마","청소년관람불가","야신수","(주)이십일세기미디어","(주)이십일세기미디어","한국"
"20224649","뜨거운 밤:여친의 여동생","20220520","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","이타치","(주)파랑새미디어","(주)영진크리에이티브","한국"
"20224975","홧김에 벌려준 유부녀","20220519","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20225033","스와핑_잘 못 배달된 영계","20220516","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224832","흑형의 맛 : 울부짖는 여자들","20220513","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","조필구","(주)영화사가을","(주)영화사가을","한국"
"20224312","노래방 유부녀들","20220512","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","유해종","(주)영화사가을","(주)영화사가을","한국"
"20224371","맛있는 마사지","20220510","성인물(에로)|멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20224709","시아버지가 내 안에 들어온 날","20220507","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20224661","동정의 맛","20220507","성인물(에로)|멜로/로맨스","청소년관람불가","마태수","아우라 필름 ","케이엘 픽쳐스","한국"
"20224711","섹스가 체질","20220506","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20224034","둔덕 가시거리","20220506","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","이시영","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20224712","몰래 하는 조건정사","20220505","성인물(에로)|멜로/로맨스","청소년관람불가","벤자민 킴","레드 시네마","케이엘 픽쳐스","한국"
"20224565","그놈의 오일마사지","20220505","성인물(에로)|멜로/로맨스","청소년관람불가","윤신","(주)아이피큐","(주)아이피큐","한국"
"20224777","스와핑 세 여자의 목적","20220504","성인물(에로)","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20224815","새로운 집, 섹스 메뉴얼","20220504","성인물(에로)|드라마","청소년관람불가","송정규","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","한국"
"20224868","유주얼 섹스펙트 그녀들의 은밀한 노하우","20220530","성인물(에로)","청소년관람불가","봉선우","솔앤드 주식회사","솔앤드 주식회사","한국"
"20224566","나만의 완벽한 섹스토이","20220523","성인물(에로)|멜로/로맨스","청소년관람불가","윤신","(주)아이피큐","(주)아이피큐","한국"
"20225055","뜨거운 피: 디 오리지널","20220526","액션|범죄","청소년관람불가","천명관","주식회사 고래픽처스","(주)스튜디오디에이치엘|(주)키다리스튜디오","한국"
"20225088","핑크퐁과 아기상어의 월드투어쇼","20220528","공연","전체관람가","이승규","씨지브이 아이스콘","씨지브이 아이스콘","한국"
